,pelicula_id,overview,clstr_b,clstr_a
31886,19620,"Roy (Abhishek Bachchan) is a professional conman, who has raised his work to the level of an art. The only true thing he has is his love for Simmi (Priyanka Chopra) someone who is so rooted, honest and sincere, that he can't bring himself to tell her the reality of who he is. But when his past catches up with him, she cannot forgive him for the deceit their relationship is built on. He loses her forever. That's when Aditya Srivastav (Riteish Deshmukh) enters the picture. He is the counterpoint to everything that Roy is as frantic as Roy is calm, as dumb as Roy is smart, as messy and untidy as Roy is smooth. They have only one thing in common.Aditya is a conman too. At least he thinks of himself as one. In Roy's book, he's an embarrassment. But one that won't go away!",2.0,2.0
31889,47933,"We always knew they were coming back. Using recovered alien technology, the nations of Earth have collaborated on an immense defense program to protect the planet. But nothing can prepare us for the aliens’ advanced and unprecedented force. Only the ingenuity of a few brave men and women can bring our world back from the brink of extinction.",2.0,2.0
31890,47933,"We always knew they were coming back. Using recovered alien technology, the nations of Earth have collaborated on an immense defense program to protect the planet. But nothing can prepare us for the aliens’ advanced and unprecedented force. Only the ingenuity of a few brave men and women can bring our world back from the brink of extinction.",2.0,2.0
31891,47933,"We always knew they were coming back. Using recovered alien technology, the nations of Earth have collaborated on an immense defense program to protect the planet. But nothing can prepare us for the aliens’ advanced and unprecedented force. Only the ingenuity of a few brave men and women can bring our world back from the brink of extinction.",2.0,2.0
31904,31983,"Pahwa is a film buff. He watches every new release in the night show on the first day itself. Just as he readies himself to visit a nearby theatre to catch the new release Darna Mana Hai, his mother cautions him against taking the route via the graveyard. It also happens to be Friday the 13th and Amavas ki raat (new moon). Pahwa dismisses his mother's plea since he doesn't believe in ghosts and goes through the graveyard, making fun of the dead and hitting a tree in the cemetery. The movie is boring and ends with no incident, but on the way back, for some reason he's a little more nervous than usual. He hears strange noises and someone seems to be pursuing him.",2.0,2.0
31917,19342,Six medical students with unique talents pool their resources to win the World Series of Poker.,2.0,2.0
31922,277558,"Veronica, the new girl in town, is lured into the woods by a group of senior boys looking to make her a victim. But the boys don't know that Veronica's been trained to handle herself in surprisingly lethal ways.",2.0,2.0
31923,299939,"Six young computer hackers sent to work on a derelict space freighter, are forced to match wits with a vengeful artificial intelligence that would kill to be human.",2.0,2.0
31925,38546,"One December day around Christmastime I am in the city of Las Vegas talking to Harry the Horse about this and that, when I hear this yarn about a citizen by the name of Murray Crown (Tom Arnold), who runs a clip joint which he prefers to call a casino. It seems that this Murray Crown not only has the John Laws breathing down his neck, but it is also a fact that he is married to this doll called Shirley (Katey Sagal), who is known far and wide as the green-eyed type.",2.0,2.0
31928,32782,"Tanner Gray is shocked to learn after the death of his ex-wife Andrea that he has a 25 year-old daughter, Cyd. He and his wife had met on a cruise over 25 years ago where they both worked as dance instructors. They fell in love and married but while Andrea wanted to settle down in her small hometown and take over her parents dance studio Tanner came from a small town and wanted to travel before settling down. He went off on his own but when he was finally ready to come home, Andrea told him not to bother and they hadn't spoken since. Now, Cyd is under pressure to sell the studio to a land developer but Andrea always left Tanner's name on the deed so he would have to agree to any sale. He only has Cyd's best interests at heart but as he gets to know her, he doesn't think selling is the right thing to do.",2.0,2.0
31930,293452,A mother and her young son release unimaginable horrors from the attic of their rural dream home.,2.0,2.0
31936,102368,"Adaptation of the suite ""Iberia"" by Isaac Albeniz. Documentary about the world of flamenco. The story arises from the music itself and those who interpret it: the musicians and dancers. The film recreates and reinvents musical pieces and merges classical ballet, contemporary and Spanish dance and flamenco",2.0,2.0
31945,97082,"Sisters doing it for themselves in Amsterdam's Red Light District. Louise and Martine Fokkens are identical twins. For over fifty years they were working as prostitutes. They freed themselves from the control of their pimps, ran their own brothel, and set up the first informal trade union for prostitutes. They are familiar faces in Amsterdam's Red Light District, but soon they will bid their farewells. The Ladies Fokkens is a portrait of these remarkable women, as well as a history of the Red Light District over the past fifty years.",2.0,2.0
31960,38877,"Not The Messiah (He's a Very Naughty Boy) is a comic oratorio based on Monty Python's Life of Brian, which retells the tragic tale of Mandy, impregnated by a Roman soldier, giving birth to Brian, a reluctant revolutionary of the People's Front of Judea who falls in love with Judith, gets mistaken for a Messiah and is arrested by the Romans and sentenced to be crucified. It ranges in reference from Handel, through a naughty Mozart duet, to the Festival of Nine Carols, Bob Dylan, and the classic finale ""Always Look on the Bright Side of Life"".",2.0,2.0
31962,53774,"Two-part drama based on the true story of the Allied ship Laconia, sunk in WWII by a German U-Boat, which then surfaced against orders to rescue the civilian crew",2.0,2.0
31963,46513,"When an elderly client loses a fortune on an investment, fearless Sally Lockhart will stop at nothing to rectify the situation — even if it means risking everything important to her in the process. As Sally sorts out the threads of the mystery — a magician being pursued by thugs, a clairvoyant who sees a brutal murder in the woods and a rich, heartless industrialist on a mad mission — nothing fits together. But as Sally closes in on the truth, it becomes devastatingly clear that her life will be forever altered.",2.0,2.0
31964,46513,"When an elderly client loses a fortune on an investment, fearless Sally Lockhart will stop at nothing to rectify the situation — even if it means risking everything important to her in the process. As Sally sorts out the threads of the mystery — a magician being pursued by thugs, a clairvoyant who sees a brutal murder in the woods and a rich, heartless industrialist on a mad mission — nothing fits together. But as Sally closes in on the truth, it becomes devastatingly clear that her life will be forever altered.",2.0,2.0
31965,46513,"When an elderly client loses a fortune on an investment, fearless Sally Lockhart will stop at nothing to rectify the situation — even if it means risking everything important to her in the process. As Sally sorts out the threads of the mystery — a magician being pursued by thugs, a clairvoyant who sees a brutal murder in the woods and a rich, heartless industrialist on a mad mission — nothing fits together. But as Sally closes in on the truth, it becomes devastatingly clear that her life will be forever altered.",2.0,2.0
31966,46513,"When an elderly client loses a fortune on an investment, fearless Sally Lockhart will stop at nothing to rectify the situation — even if it means risking everything important to her in the process. As Sally sorts out the threads of the mystery — a magician being pursued by thugs, a clairvoyant who sees a brutal murder in the woods and a rich, heartless industrialist on a mad mission — nothing fits together. But as Sally closes in on the truth, it becomes devastatingly clear that her life will be forever altered.",2.0,2.0
31967,46513,"When an elderly client loses a fortune on an investment, fearless Sally Lockhart will stop at nothing to rectify the situation — even if it means risking everything important to her in the process. As Sally sorts out the threads of the mystery — a magician being pursued by thugs, a clairvoyant who sees a brutal murder in the woods and a rich, heartless industrialist on a mad mission — nothing fits together. But as Sally closes in on the truth, it becomes devastatingly clear that her life will be forever altered.",2.0,2.0
32035,43099,A group of friends band together to hide the truth about a mutual friend's tragic death. They soon discover that an evil entity is in pursuit of them.,2.0,2.0
32053,172457,"Martin (Luis Fernandez) is the star of ""Camp Blood"", a hit TV show and one of the biggest teen idols of the time. One morning wake up locked in a huge house after a wild party with three girls I met last night. Through a mobile from which can´t call, start receiving videos showing the deaths of younger locked in the house, run by a mysterious figure dressed as the murderer who appears in the series starring Martin.",2.0,2.0
32056,27637,No overview found.,2.0,2.0
32058,24090,A lone female park ranger tries to track down a vicious creature killing various people and terrorizing her at a remote national park.,2.0,2.0
32059,47407,A group of nerdy college guys who can't seem to connect with girls their own age discover the excitement of hooking up with sexy older women.,2.0,2.0
32067,14619,"Captivated by the posh Hollywood scene, bartender Owen Peadman (Jason Mewes) travels from the Midwest to take part in a drink-serving contest. But he fails to win the jackpot and winds up working for a gossip show instead. Now, to uncover the latest juicy secret on super celebrity Hayden Field, Owen buddies up to Field's friend Lisa (Paris Hilton) and gets not only the inside scoop, but also fame,",2.0,2.0
32071,9935,"Something awaits Tyler Jensen and his friends in the Hallettsville house. When Tyler's lifelong friends start dying, he must figure out a way to save himself, his girlfriend and the rest of the crew before the demons come.",2.0,2.0
32081,14212,"The world has been reshaped by the invasion of ghosts via the wireless internet. Cities are deserted, technology has been destroyed and the few remaining human beings eschew anything electrical in order to avoid a confrontation with the soulless ghosts that now wander the planet. Most of the ghosts are doomed to a repetitive loop of something they did while they were still despairing humans (a man repeatedly hangs himself, for example), but there are some ghosts so locked in denial, they do not know they are dead. They continue to haunt their homes, wrapped in fear that their souls will soon be torn from them.",2.0,2.0
32082,14212,"The world has been reshaped by the invasion of ghosts via the wireless internet. Cities are deserted, technology has been destroyed and the few remaining human beings eschew anything electrical in order to avoid a confrontation with the soulless ghosts that now wander the planet. Most of the ghosts are doomed to a repetitive loop of something they did while they were still despairing humans (a man repeatedly hangs himself, for example), but there are some ghosts so locked in denial, they do not know they are dead. They continue to haunt their homes, wrapped in fear that their souls will soon be torn from them.",2.0,2.0
32083,14212,"The world has been reshaped by the invasion of ghosts via the wireless internet. Cities are deserted, technology has been destroyed and the few remaining human beings eschew anything electrical in order to avoid a confrontation with the soulless ghosts that now wander the planet. Most of the ghosts are doomed to a repetitive loop of something they did while they were still despairing humans (a man repeatedly hangs himself, for example), but there are some ghosts so locked in denial, they do not know they are dead. They continue to haunt their homes, wrapped in fear that their souls will soon be torn from them.",2.0,2.0
32084,13577,"Barry Goldwater Elementary is on the brink of collapse: the lowest test scores in the state, teachers who are either drunk or having sex on school grounds, and a principal who extorts money from parents. It's up to Tom, the down-on-his-luck vice-principal, to rally the lazy teachers, expose the principal's corruption, and turn the school around before an end of the day board decision.",2.0,2.0
32085,35626,"It's summer camp as usual at Camp Manabe where the kids torment each other for fun while the underpaid camp staff provides as little supervision as possible. Greedy camp owner Frank and junior partner Ronnie do their best to keep everyone in line, but something sinister is about to put a slash in the roster. When campers and staff mysteriously begin disappearing and turning into gruesome corpses, paranoid Ronnie can't shake the memory of a series of grisly murders that took place at Camp Arawak. As the paranoia worsens, Ronnie's list of possible killers starts growing just like the body count. Only one thing is for certain, something is carving a bloody new trail at Sleepaway Camp where kids can be so mean and surviving this summer is gonna be a real killer!",2.0,2.0
32086,35626,"It's summer camp as usual at Camp Manabe where the kids torment each other for fun while the underpaid camp staff provides as little supervision as possible. Greedy camp owner Frank and junior partner Ronnie do their best to keep everyone in line, but something sinister is about to put a slash in the roster. When campers and staff mysteriously begin disappearing and turning into gruesome corpses, paranoid Ronnie can't shake the memory of a series of grisly murders that took place at Camp Arawak. As the paranoia worsens, Ronnie's list of possible killers starts growing just like the body count. Only one thing is for certain, something is carving a bloody new trail at Sleepaway Camp where kids can be so mean and surviving this summer is gonna be a real killer!",2.0,2.0
32087,35626,"It's summer camp as usual at Camp Manabe where the kids torment each other for fun while the underpaid camp staff provides as little supervision as possible. Greedy camp owner Frank and junior partner Ronnie do their best to keep everyone in line, but something sinister is about to put a slash in the roster. When campers and staff mysteriously begin disappearing and turning into gruesome corpses, paranoid Ronnie can't shake the memory of a series of grisly murders that took place at Camp Arawak. As the paranoia worsens, Ronnie's list of possible killers starts growing just like the body count. Only one thing is for certain, something is carving a bloody new trail at Sleepaway Camp where kids can be so mean and surviving this summer is gonna be a real killer!",2.0,2.0
32088,269242,"When two freshmen pledges are accepted into the biggest party frat on campus (ALPHA HOUSE), they think they have it all. That is, until the assistant dean forces the Alphas to share their house with a sorority or face expulsion from school. Not wanting to see their lifelong dream of becoming Alphas destroyed, the pledges convince the other members of the house to take back what's theirs, waging an epic battle of the sexes to fight for their right to party.",2.0,2.0
32089,15338,"""I will try to be normal"" 12-year-old Ace Ventura Jr. promises. Thats cool, except whats normal for him is finding missing mutts, kidnapped kitties or gone gators and creating hilarious chaos every step of the way.",2.0,2.0
32090,15338,"""I will try to be normal"" 12-year-old Ace Ventura Jr. promises. Thats cool, except whats normal for him is finding missing mutts, kidnapped kitties or gone gators and creating hilarious chaos every step of the way.",2.0,2.0
32094,15262,"When a college student witnesses the alleged suicide of her roommate, it sets into motion a series of horrific events that cause her to fear the supernatural entity. As she tries to convince the rest of her dorm that the Boogeyman does exist, the evil force grows stronger and her friends begin to pay the price. Now she must stop this ultimate evil before the entire campus falls prey.",2.0,2.0
32096,153750,"Nursing student Asuka (Atsuko Maeda) has just moved into an apartment complex with her parents and younger brother. On the first night in her new room, she is awoken by a strange scratching sound coming from the apartment of her neighbor, a reclusive old man who has refused all attempts at communication. Concerned over his well being, Asuka enters his home only to find him dead from malnutrition. Worse, it looks as if he had been trying to claw his way into her room. ¶ Asuka learns that there have been a number of strange deaths in the complex over the years from Shinobu (Hiroki Narimiya), the handyman cleaning up the old man’s apartment. Even the girls at school whisper rumors of it being haunted.",2.0,2.0
32098,32338,"Jack is encouraged to take the romantic Paris vacation he won, despite just being dumped by his girlfriend. His trip soon devolves into chaos and adventure, when his luggage is swapped for a French businesswoman's belongings who soon takes a liking to his belongings -- especially his shoes -- and sets out to find him.",2.0,2.0
32100,27404,"This film is a spoof along the lines of ""Scary Movie"" and ""Not Another Teen Movie."" It includes parodies of some of the indie film world's most renowned movies such as ""Memento,"" ""Pulp Fiction,"" ""Magnolia,"" ""My Big Fat Greek Wedding,"" ""Amelie,"" ""Run Lola Run,"" ""El Mariachi,"" ""The Good Girl,"" ""Pi,"" ""Swingers"" and many others.",2.0,2.0
32102,21509,"Over a long holiday weekend, unable to escape the confines of their sorority house, a handful of unsuspecting girls are left behind to enjoy the quiet sanctuary. The normal house staff has taken off for the weekend, leaving the girls to fend for themselves. Thankfully someone was kind enough to send them a temporary replacement chef to cook their meals.",2.0,2.0
32103,59700,"Calvin Carter, a successful business executive, has it all, but neglects those closest to him. On Christmas Eve, all that changes when the sign on his office building falls on him. He awakes in a hospital bed, attended to by Angie, a nurse who soon lets him know he has 12 days (12 chances) to get his act together and achieve the ""perfect"" Christmas Eve. If he doesn't, there will be dire consequences.",2.0,2.0
32120,63315,"Nate moves to L.A. to track down Cristabel, the woman he's been in love with since childhood, only to discover that his plan to woo her only has one hurdle to overcome: what to do with June, Cristabel's ever-present, not-so-hot best friend? What's even more complicating is Nate's growing feelings for June, whose true beauty starts to emerge.",2.0,2.0
32121,20066,"Adam Harris, a semi-lame senior, is head over heels in love with Cara. Unfortunately she is the most popular girl in school. On the one day of the year that he could actually have a chance, senior skip day, he screws it all up by accidentally slipping the location of the party to his principal. But have no fear, in a last resort effort he moves the party to his house and all seems",2.0,2.0
32141,20983,"After ""hooking up"" with a series of guys at a house party, April is the talk of her high school.",2.0,2.0
32144,10579,"In the near future, Uffizi and Luke travel to the remote reaches of war torn Romania to rescue Elizabeth and finish the vampire once and for all. Along the way, they encounter TV news journalist and a corps of rebels trying to fight the vampire uprising which plagues their country.",2.0,2.0
32145,80647,"Following the death of her mother, 20-year-old Lili has been living with her grandmother and is about to inherit her legacy to become the latest in a long line of female warriors adept at the deadly martial art of Sayama Hashinryu. During an informal ceremony inducting her into the legendary ranks, Lili is mysteriously transported 300 years back in time to a small village in 18th-century Japan. In no time at all she is fulfilling her destiny as a warrior by rescuing a young girl who is being harassed by three ninja members of the Yamishika gang who work for the evil Lady Okinu. Soon, they will all meet, and Lili's fate will be decided!",2.0,2.0
32146,64325,"Given incredible power by an ancient Celtic Cross. Callan continues to fight evil... Now, joined by a team of weapons experts, Callan battles an unstoppable empire in Los Angeles.",2.0,2.0
32147,64325,"Given incredible power by an ancient Celtic Cross. Callan continues to fight evil... Now, joined by a team of weapons experts, Callan battles an unstoppable empire in Los Angeles.",2.0,2.0
32148,26342,A small band of resistance fighters battle the cyborgs that have taken control of the planet.,2.0,2.0
32154,75623,"On the eve of his high school graduation, unremarkable Will Kidman finally bonds with the girl he has long yearned for, reclusive Eliana Wynter. But he also discovers a dark secret from his past... that he is about to become a werewolf. Now, in an effort to fight destiny and save their love as well as their lives, they must battle not only Will's growing blood lust but an army of fearsome beasts bent on killing them... and then, us all.",2.0,2.0
32158,138372,"On a stormy Saturday afternoon, six students from Crestview Academy begin to meet horrible fates as they serve out their detentions. Is a fellow student to blame, or perhaps Crestview's alleged ghosts are behind the terrible acts?",2.0,2.0
32159,138372,"On a stormy Saturday afternoon, six students from Crestview Academy begin to meet horrible fates as they serve out their detentions. Is a fellow student to blame, or perhaps Crestview's alleged ghosts are behind the terrible acts?",2.0,2.0
32160,138372,"On a stormy Saturday afternoon, six students from Crestview Academy begin to meet horrible fates as they serve out their detentions. Is a fellow student to blame, or perhaps Crestview's alleged ghosts are behind the terrible acts?",2.0,2.0
32161,161782,"Jonah and Ella Mazer are typical teenagers, but strange and frightening things are happening at their new school. They learn that all of their classmates are descendants of witches -- and the two are destined to die.",2.0,2.0
32163,13792,"Two thugs from the Perth suburb of Midland catch the last train to Fremantle. When a young woman boards the train a few stops later, they begin talking and find out not everyone on the train is who they seem to be.",2.0,2.0
32164,131689,"A Group of teenagers test the legend of an immortal witch and get more than they bargained for. It's almost Halloween and six young people, spooked but not undaunted by the folklore surrounding an old haunted house, make their way to the abode of the legendary Wicked, perhaps hoping to provoke the malevolent witch, but clearly not prepared for what they've certainly unleashed.",2.0,2.0
32165,167960,"Malcom McDowell, Lou Diamond Phillips and Robert Englund star in three separate stories set in an eerie mental asylum.",2.0,2.0
32166,249021,"In the year 2045, a Los Angeles Police Department detective and his new android partner enter the Zone, a forbidden section of the city plagued with an unknown disease. There, they discover the source of the illness and attempt to stop it using the android's advanced technology and weaponry.",2.0,2.0
32167,277594,"When a young man's bride is kidnapped by an evil king, he turns to Hercules for help. The fallen hero has been living in exile, banished for killing his family, but the young man's courage inspires Hercules. Together, they fight to rescue the bride and reclaim the honor of Hercules.",2.0,2.0
32171,132236,Four assassins meet in a hotel suite to resolve unfinished business. A tense drama set in the cosmopolitan world of Hong Kong.,2.0,2.0
32177,323660,"When Rumpelstiltskin destroys the Magic Mirror and escapes to the modern world, the four princesses of ""Once Upon a Time""-Cinderella, Sleeping Beauty, Snow White, and Rapunzel-are sucked through the portal too. Well-trained and endowed with magical powers, the four women must fight Rumpelstiltskin and his army of thralls before he enslaves everyone on Earth.",2.0,2.0
32183,37668,"In the year 20XX, Dr. Thomas Light, an Nobel Prize winning professor in the field of Robotics, creates a series of 6 revolutionary robots entitled the “Robot Master Series DRN” in an effort to use robotics as a mean to better mankind. As a personal project, Dr. Light creates 2 androids named Roll (a female) and Rock (a male) who are made to be as human as possible from appearance to behavior. His partner and colleague, Dr. Albert Wily, grows enraged and jealous of Light’s success. Dr. Wily decides to reprogram and steal the robot master series to do his bidding so he can wreak havoc and gain control of the city.",2.0,2.0
32184,331446,"The sharks take bite out of the East Coast when the sharknado hits Washington, D.C. and Orlando, Florida.",2.0,2.0
32185,331446,"The sharks take bite out of the East Coast when the sharknado hits Washington, D.C. and Orlando, Florida.",2.0,2.0
32186,331446,"The sharks take bite out of the East Coast when the sharknado hits Washington, D.C. and Orlando, Florida.",2.0,2.0
32187,297291,"When he is betrayed by a trusted friend, Mathayus must marshal all his strength and cunning to outwit a formidable opponent who will stop at nothing to unlock a supreme ancient power.",2.0,2.0
32188,297291,"When he is betrayed by a trusted friend, Mathayus must marshal all his strength and cunning to outwit a formidable opponent who will stop at nothing to unlock a supreme ancient power.",2.0,2.0
32189,297291,"When he is betrayed by a trusted friend, Mathayus must marshal all his strength and cunning to outwit a formidable opponent who will stop at nothing to unlock a supreme ancient power.",2.0,2.0
32225,103194,"Computer-generated animation about the daily lives of dinosaurs, narrated by Werner Herzog.",2.0,2.0
32262,20769,"Chandni Bar, a film directed by Madhur Bhandarkar depicts the gritty life of the Mumbai underworld, including prostitution, dance bars and gun crime.",2.0,2.0
32271,222388,"Teen Hawaiian skateboarder Ralsto seems destined to fall into the rut that plagues his other friends and family members when he's fired from his job and learns his girlfriend is pregnant, and his attempts to raise money for an abortion go awry.",2.0,2.0
32278,335753,"Following the tragic death of her parents Fawn Harriman discovers she has inherited a theatre in the town of Amityville. She, along with 3 friends, decides to spend the weekend there looking the place over. Meanwhile one of her High School teachers begins an investigation into the village's past and makes a connection with something that goes back beyond recorded history.",2.0,2.0
32284,92398,"A deaf girl attempts to contact her sister during a séance, only to connect with the ghost of a murdered woman.",2.0,2.0
32286,85860,"Two rival gangs fight for control of Frazier Park -- a deadly arena in competitive dance-fight video game ""Beat-Beat Revolution.""",2.0,2.0
32291,110588,The gingerdead man travels back in time to 1976 and carries out an epic disco killing spree.,2.0,2.0
32292,110588,The gingerdead man travels back in time to 1976 and carries out an epic disco killing spree.,2.0,2.0
32293,110588,The gingerdead man travels back in time to 1976 and carries out an epic disco killing spree.,2.0,2.0
32294,231082,The Gingerdead Man seeks revenge against Sarah Leigh for causing him to live his life in the body of a gingerbread man. Her only hope is to team up with Larnell who has problems of his own in the form of a magical talking bong named Eebee.,2.0,2.0
32295,231082,The Gingerdead Man seeks revenge against Sarah Leigh for causing him to live his life in the body of a gingerbread man. Her only hope is to team up with Larnell who has problems of his own in the form of a magical talking bong named Eebee.,2.0,2.0
32315,41371,A pair of horny college guys get summer jobs at a sexy cheerleader camp.,2.0,2.0
32326,226140,"See No Evil 2 revives the nightmare of the first film when Jacob Goodnight rises from the dead in the city morgue after his killing spree at the Blackwell hotel. In this ominous, underground locker for the dead, a group of medical students fight to survive as this deranged psychopath once again starts to pick them apart one by one.",2.0,2.0
32328,228358,"The sequel is set just weeks after Annie Barlow's deadly confrontation with the Judas Killer. In this elevated sequel, we meet June, a woman whose carefully constructed life is beginning to unravel due to lucid nightmares so awful they disturb her waking life",2.0,2.0
32329,228358,"The sequel is set just weeks after Annie Barlow's deadly confrontation with the Judas Killer. In this elevated sequel, we meet June, a woman whose carefully constructed life is beginning to unravel due to lucid nightmares so awful they disturb her waking life",2.0,2.0
32330,228358,"The sequel is set just weeks after Annie Barlow's deadly confrontation with the Judas Killer. In this elevated sequel, we meet June, a woman whose carefully constructed life is beginning to unravel due to lucid nightmares so awful they disturb her waking life",2.0,2.0
32332,301730,"In the wake of a shocking civilian massacre in a foreign war zone, disgraced Navy SEAL Rick Tyler is sentenced to rot in a maximum security military prison until he is offered the opportunity to put his life on the line to win his freedom. A one-man force of nature, Tyler will have to take-on and take-down some of the world's most ruthless killers in some of the world's most brutal locations to win the game, obtain his freedom and find out why he was set up. The question is, can he accomplish all of this before Game On is Game Over?",2.0,2.0
32333,263913,"With marriage, graduation, and the real world looming on the horizon, fifth year senior Caleb Fuller reassembles the ol' team of misfits for one last epic run in Intramural football.",2.0,2.0
32334,254024,Both a journalist and a documentary filmmaker chase the story of a murder and its prime suspect.,2.0,2.0
32339,337218,"A story about a madman with a movie camera. He's a narcissist, nihilist, sexual sadist and killer of innocent women. His name is Charlie and WILD IN BLUE is his world: a place of evil, violence and perversion where only his camera tells the truth. He set out to make an honest film for you - no lies whatsoever - and after the madness and all the hate, you will love him.",2.0,2.0
32343,220471,"Five young Amish girls accused of being Satan's children must fight for their lives when their devout community elders insist they be ""cleansed"" before turning 18.",2.0,2.0
32344,268508,"A team of archaeologists discover an ancient mummy, unleashing a deadly curse from its eternal tomb.",2.0,2.0
32345,276808,"When Ida, cheeks streaked by mascara tears, unexpectedly shows up at her sister's, the staid Alison bargains her way out of mom duty for the night and the two head off to an Eastside wine bar. There, they run into Will and the freshly divorced, sweatpants-attired Clark. After some slightly inebriated commiserating about mismanaged marriages and other adult concerns, the foursome head out into the night, careening from downtown lofts to pot dispensaries to midnight swims and back again, determined to prove they still have what it takes to have a good time.",2.0,2.0
32346,143142,"Axe Giant - The Wrath of Paul Bunyon is a dark, contemporary take on the tall tale. Kids at a first-time offenders' boot camp discover the legend of lumberjack Paul Bunyan is real, but is much more horrifying than they could have imagined. They incur the wrath of the 15-foot monstrous giant, who was banished from town 100 years ago and thought dead.",2.0,2.0
32351,102198,"Good boy Mike Mayer is looking at a fine future and enjoys life with Wisconsin small town friends and steady girlfriend Carrie Beal. Then a stupid accident, diving from the local pier when the water is too low, leaves him quadriplegic. As if that weren't bad enough, Carrie does what none of the gang could imagine: she dumps him, as soon as best friend Rooster realizes she wasn't even honest. Carrie leaves for New York to pursue an undefined 'ambition', moving in with Simon Rhodes she vaguely knows. She starts a love affair with Paul Elliot 'Kilroy' Fraser. However he has his own nagging tragic secret, and her past needs dealing with.",2.0,2.0
32354,115187,"We are on the set of ""Salò or the 120 days of Sodom"". Pasolini lets a small camera team led by the journalist Gideon Bachmann follow him around engaging him in a long and extraordinary interview/conversation. The interview turns into a long, clear-sighted and violent attack on society that accompanies photos of the set in a surprising juxtaposition of film and reality, revealing Pasolini's metaphorical portrait of modernity.",2.0,2.0
32355,19582,"An eccentric Olympic has-been who prefers leisure to work, finds himself stuck with a rigid pre-law Yale student with no time for wasting time. Between skinny-dipping and stealing cars, this odd-couple learn from each other that balance is the key to getting the girl, getting the job and getting a life.",2.0,2.0
32356,245685,"Like always, Postman Pat is happily going about his duty delivering letters and parcels around the fictional town of Greendale. One day, auditions for the TV talent show, ""You're the One"", are held in Greendale, which Pat manages to pass. With Pat required to be away from Greendale whilst participating in the contest, various Patbot 3000 robots are deployed to take Pat's postal duties. This soon turns out to be an evil plot to take over the world, which Pat must now stop.",2.0,2.0
32360,101724,A horror film that combines classic monster movie elements set within the backdrop of unpredictable Kansas weather. Start with a mother and her three daughters forced to take shelter from an advancing tornado in a local storm cellar. What is waiting for them underneath is another story entirely.,2.0,2.0
32361,277610,"Novella McClure is like most struggling actresses in Los Angeles: she's in her early 30s, her fake name sounded cooler ten years ago, and she hasn't landed a role in three years. To top it all off, she's developed a disturbing habit of eating her own flesh. Novella desperately tries to hide her strange condition from her motherly landlord, Eesha, and somewhat psychopathic best friend, Candice, but her body and mind continue to deteriorate in the depressing world of failed auditions and sketchy night clubs. Can a romantic relationship with her psychiatrist prevent her from self destruction? Or will her fatal habit continue to eat away at her?",2.0,2.0
32362,240483,"Earth has been conquered by robots from another galaxy and the human survivors must stay in their homes, or risk incineration.",2.0,2.0
32364,58788,"In the Fiji islands, the greedy and unscrupulous owner of the Valalola Resort Primal Park invites investors and guests for an opening party of his compound composed of hotel and zoo aiming to find partners for his discoveries. When a bunch of college smalltime thieves puts a virus in the security system to participate in a scavenger hunt, the greatest attractions of the zoo - sabretoothes from the prehistoric age developed from DNA found in fossils - escape, killing the hosts and guards for fun.",2.0,2.0
32365,261824,"As Mark, Jen, Sylvia, and Jake navigate through their emotionally-arrested states, X/Y reveals the honest and wanton desire we all have to connect with someone and what is at stake when that connection fades.",2.0,2.0
32373,21905,"Shaukat, a writer suffering from writer's block, prompts his wife to have an affair with a stranger as he seeks inspiration to write a new story. Will his wife help him write his dream novel?",2.0,2.0
32375,79698,"The Lovers is an epic romance time travel adventure film. Helmed by Roland Joffé from a story by Ajey Jhankar, the film is a sweeping tale of an impossible love set against the backdrop of the first Anglo-Maratha war across two time periods and continents and centred around four characters — a British officer in 18th century colonial India, the Indian woman he falls deeply in love with, an American present-day marine biologist and his wife.",2.0,2.0
32384,82935,"Dragonslayer documents the transgressions of a lost skate punk falling in love in the stagnant suburbs of Fullerton, California in the aftermath of America's economic collapse. Taking the viewer through a golden SoCal haze of broken homes, abandoned swimming pools and stray glimpses of unusual beauty, Dragonslayer captures the life and times of Josh 'Skreech' Sandoval, a local skate legend and new father, as his endless summer finally collides with the future. Set to the alternately roaring and dreamy soundtrack of bands from the indie labels Mexican Summer and Kemado Records including Best Coast, Bipolar Bear, Children, Dungen, Eddy Current and the Suppression Ring, Golden Triangle, Jacuzzi Boys, Little Girls, Real Estate, The Soft Pack, Saviours, as well as DEATH and Thee Oh Sees. Dragonslayer is a punk-rock manifesto to youth, love and learning to survive after the decline of western civilization.",2.0,2.0
32391,128767,"The true-life, stranger-than-fiction tale of eighteenth-century Greek pirate turned merchant Ioannis Varvakis, who rose from humble beginnings to become the head of one of the largest mercantile empires in Europe.",2.0,2.0
32392,338518,A black ops sniper is blackmailed by a psychotic international terrorist into killing 6 unrelated people in 6 hours... but there is more to the victims than meets the eye.,2.0,2.0
