,pelicula_id,overview,clstr_b,clstr_a
32394,286548,"A young man, Kazuya Mishima, wakes up alone in an unfamiliar hotel room without any recollection of who he is or how he got there. He is tormented by flashes of his past and by the face of an ominous stranger. The next thing he knows, Kazuya is ambushed and kidnapped by an underground crime organization and, soon after, turned into a ruthless assassin.  During a mission to assassinate a man named Brian Fury, Kazuya finds that his target harbors clues to his true identity. With the help of Fury and a female assassin, Kazuya follows the clues, leading him to the lab of his reoccurring flashbacks. Here, he will finally confront his past and the ominous man of his nightmares - Heihachi Mishima, face the ultimate betrayal, and Ieam the truth about who, and what, he really is.  TEKKEN 2: KAZUYA’S REVENGE is non-stop action from the first scene to the last.",2.0,2.0
32396,142391,"Time is unraveling, paradoxes are everywhere, and strangers with terrifying technologies are on the hunt. A thrilling, original, ultra indie full-length sci-fi movie that is the story of Sally Biggs, an FBI agent who has the power to rewind time. Her scientist husband has disappeared mysteriously, and the closer she gets to finding him, the more dangerous her life becomes. To save the future and her loved ones, Sally must enter a battlefield she never knew existed. Fortunately, she's a 95er. Surrounded by bizarre timespace paradoxes and hunted by terrifying forces from the future, Sally must discover the earth-shattering truth behind it all before her very being fades out of reality.",2.0,2.0
32398,179340,"Elspeth Dickens dreams of finding her ""voice"" despite being stuck in an isolated farmhouse with her twin toddlers. A web-cam becomes her pathway to fame and fortune, but at a price.",2.0,2.0
32403,73933,"Eight of the world's most legendary monsters, along with their diabolical managers, compete in a wrestling tournament deathmatch to determine the most powerful champion of all time. Interviews, pre-fight breakdowns, trash talking, and monster origin segments round out this ultimate fight of the living dead.",2.0,2.0
32405,37789,A young female agent with a powerful psionic power over paper must stop a plot for world destruction.,2.0,2.0
32412,52653,"From the beginning, stories of angels and men have captured our imaginations and have been etched into our history crossing all boundaries of culture, religion, and time. These two races have dominated the landscape of modern mythology for countless centuries, almost washing away the evidence that a third ever existed. This third race, born of smokeless fire, was called the jinn. Similar to humans in many ways, the jinn lived invisibly among us and only under dire or unusual circumstances were our paths ever meant to cross.",2.0,2.0
32414,29797,"Inspired by the true story of one of the most gruesome killers in American history. Now, years after inspiring ""Psycho's"" Norman Bates, ""The Silence Of The Lambs'"" Buffalo Bill and ""The Texas Chainsaw Massacre's"" Leatherface, the story of real life serial killer Ed Gein is told once again. Nicknamed ""The Butcher Of Plainfield,"" Gein was responsible for a rash of gory murders that sent shock waves through his rural Wisconsin town, and across America, in the late 1950's. Prepare to enter the evil mind and twisted world of ""The Butcher Of Plainfield.""",2.0,2.0
32416,63326,A criminology professor becomes a target herself when she tries to establish the innocence of her star student in a murder.,2.0,2.0
32420,68193,"A spoiled, selfish teenager becomes infatuated with her teacher. She befriends his daughter as a way of worming her way into the family, and sets about manipulating every aspect of his life.",2.0,2.0
32421,39824,A prosperous couple find the perfect live-in nanny but soon discover she intends to do her job to deadly perfection.,2.0,2.0
32423,226701,"Stay-home mom Annie is reluctant to return to work, until she finds Amber, the perfect nanny for her 3-year-old daughter Jenny. But as Annie's young daughter grows closer and closer to Amber, Annie begins to feel like she's being pushed out of her own life. When Jenny suddenly vanishes one day,Annie's search for her missing daughter leads her to the terrifying truth about the dark past of the woman she trusted with her child.",2.0,2.0
32426,69393,"Martha is a businesswoman and divorced mother of two children - Augusta and Jack. However, when docile Augusta becomes a teenager, feelings of anger and self-hate cause her personality to undergo a scary transformation, and Martha realizes that this is not just typical teen angst. Augusta begins doing drugs, drinking, and ends up on the streets. Her concerned mother and father reach out to an educational consultant, who advises them to send Augusta to a strict wilderness camp for troubled teens. However, even the institution's experienced and tough administrators find Augusta a difficulty to keep under control. Martha comes to realize that there is no answer to her daughter's behavior.",2.0,2.0
32428,38330,"In Kansas City, the deranged middle-age Donna Germaine stabs and kills her lover, when he calls off their relationship to stay with his wife. Donna uses an excuse to move to the house of her aunt, and she becomes obsessed in their neighbor, the executive William Costigan. The sick Donna plots an evil scheme to take William from his wife Jeannie Costigan.",2.0,2.0
32429,242466,"A married couple, struggling to have a child, hires a young woman to be their surrogate, but soon discovers she has a bizarre and deadly agenda.",2.0,2.0
32430,239513,"When Leah's brother dies in a car accident, she vows revenge on the doc who failed to save him.",2.0,2.0
32431,224251,"Meet the Hunters your typical all-American family: two committed parents and two lovely daughters. However, looks can be deceiving because this family is plagued by the nit-picking comments of an overzealous mother determined to keep her daughters thin. The results of this mother's tyranny is unimaginable. This movie really captures the dangers of eating disorders like no other. Based on the best-selling book of the same name.",2.0,2.0
32432,60664,"Rachel Parsons is the perfect assistant, but she's completely in love with her boss. She's got a secret obsession: be his wife and have kids. The problem is that he already has a family.",2.0,2.0
32436,17241,"Based on Jodi Picoult's best-selling novel, ""The Tenth Circle"" tells the powerful story that probes the unbreakable bond between parent and child.",2.0,2.0
32442,42554,A teenager is accused of murdering a classmate and claims that she was framed by her best friend. Her mother must try to find the truth.,2.0,2.0
32444,78403,A young woman (Bonnie Dennison) falls for a mysterious man (Michael Welch) who reveals his dark side.,2.0,2.0
